"business_id","date","ViolationTypeID","risk_category","description"
891,"20161024",103142,"Low Risk","Unclean nonfood contact surfaces"
891,"20150407",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
891,"20150407",103139,"Low Risk","Improper food storage"
891,"20150407",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
891,"20150407",103131,"Moderate Risk","Moderate risk vermin infestation"
891,"20150407",103133,"Moderate Risk","Foods not protected from contamination"
891,"20150407",103138,"Low Risk","Improper storage use or identification of toxic substances"
892,"20160519",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
892,"20160519",103109,"High Risk","Unclean or unsanitary food contact surfaces"
892,"20160519",103147,"Low Risk","Inadequate ventilation or lighting"
892,"20160519",103143,"Low Risk","Inadequate warewashing facilities or equipment"
892,"20160519",103133,"Moderate Risk","Foods not protected from contamination"
892,"20160519",103129,"Moderate Risk","Insufficient hot water or running water"
892,"20141121",103105,"High Risk","Improper cooling methods"
892,"20141121",103103,"High Risk","High risk food holding temperature "
892,"20170815",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
892,"20170815",103103,"High Risk","High risk food holding temperature "
892,"20170815",103143,"Low Risk","Inadequate warewashing facilities or equipment"
902,"20150825",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
902,"20170630",103141,"Low Risk","Improper food labeling or menu misrepresentation"
902,"20170630",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
902,"20170630",103139,"Low Risk","Improper food storage"
903,"20160630",103157,"Low Risk","Food safety certificate or food handler card not available"
903,"20160630",103132,"Moderate Risk","Improper thawing methods "
903,"20160630",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20160630",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
903,"20150225",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
903,"20150225",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20150225",103147,"Low Risk","Inadequate ventilation or lighting"
903,"20150225",103133,"Moderate Risk","Foods not protected from contamination"
903,"20150225",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
905,"20160921",103162,"Low Risk","Other low risk violation"
905,"20150903",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
905,"20150903",103133,"Moderate Risk","Foods not protected from contamination"
911,"20170112",103120,"Moderate Risk","Moderate risk food holding temperature "
911,"20150916",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
911,"20150916",103129,"Moderate Risk","Insufficient hot water or running water"
917,"20160902",103120,"Moderate Risk","Moderate risk food holding temperature "
917,"20150814",103131,"Moderate Risk","Moderate risk vermin infestation"
919,"20160330",103139,"Low Risk","Improper food storage"
919,"20160330",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
919,"20160330",103133,"Moderate Risk","Foods not protected from contamination"
919,"20170410",103125,"Moderate Risk","Noncompliance with shell fish tags or display"
919,"20150209",103143,"Low Risk","Inadequate warewashing facilities or equipment"
919,"20150209",103120,"Moderate Risk","Moderate risk food holding temperature "
920,"20170410",103133,"Moderate Risk","Foods not protected from contamination"
920,"20170410",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
929,"20160622",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
935,"20160919",103133,"Moderate Risk","Foods not protected from contamination"
935,"20160919",103131,"Moderate Risk","Moderate risk vermin infestation"
935,"20160919",103102,"High Risk","Unclean hands or improper use of gloves"
935,"20160919",103120,"Moderate Risk","Moderate risk food holding temperature "
935,"20150217",103132,"Moderate Risk","Improper thawing methods "
935,"20150217",103105,"High Risk","Improper cooling methods"
935,"20150928",103102,"High Risk","Unclean hands or improper use of gloves"
935,"20150928",103132,"Moderate Risk","Improper thawing methods "
935,"20150928",103133,"Moderate Risk","Foods not protected from contamination"
941,"20160804",103118,"Moderate Risk","Employee eating or smoking"
941,"20160804",103133,"Moderate Risk","Foods not protected from contamination"
941,"20150226",103114,"High Risk","High risk vermin infestation"
941,"20150226",103138,"Low Risk","Improper storage use or identification of toxic substances"
943,"20161104",103107,"High Risk","Improper reheating of food"
943,"20161104",103139,"Low Risk","Improper food storage"
943,"20161104",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
943,"20150720",103107,"High Risk","Improper reheating of food"
943,"20150720",103120,"Moderate Risk","Moderate risk food holding temperature "
943,"20150720",103157,"Low Risk","Food safety certificate or food handler card not available"
943,"20150720",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
949,"20170425",103157,"Low Risk","Food safety certificate or food handler card not available"
949,"20170425",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
949,"20141021",103133,"Moderate Risk","Foods not protected from contamination"
949,"20141021",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
949,"20141021",103161,"Low Risk","Low risk vermin infestation"
949,"20150708",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
950,"20160531",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
950,"20160531",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
950,"20161214",103109,"High Risk","Unclean or unsanitary food contact surfaces"
950,"20161214",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
950,"20161214",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
950,"20141201",103133,"Moderate Risk","Foods not protected from contamination"
950,"20141201",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
950,"20170911",103133,"Moderate Risk","Foods not protected from contamination"
951,"20160426",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
951,"20160426",103131,"Moderate Risk","Moderate risk vermin infestation"
951,"20160426",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
951,"20160426",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
951,"20150828",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
951,"20150828",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
951,"20150828",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
952,"20160427",103142,"Low Risk","Unclean nonfood contact surfaces"
952,"20160427",103105,"High Risk","Improper cooling methods"
952,"20160427",103145,"Low Risk","Improper storage of equipment utensils or linens"
952,"20161031",103120,"Moderate Risk","Moderate risk food holding temperature "
952,"20161031",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
952,"20161031",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
952,"20161031",103161,"Low Risk","Low risk vermin infestation"
952,"20170913",103120,"Moderate Risk","Moderate risk food holding temperature "
952,"20170913",103131,"Moderate Risk","Moderate risk vermin infestation"
952,"20170913",103139,"Low Risk","Improper food storage"
952,"20170913",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20160912",103139,"Low Risk","Improper food storage"
961,"20160912",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20160912",103161,"Low Risk","Low risk vermin infestation"
961,"20141118",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20141118",103131,"Moderate Risk","Moderate risk vermin infestation"
961,"20141118",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20141118",103157,"Low Risk","Food safety certificate or food handler card not available"
961,"20151030",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20151030",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20151030",103120,"Moderate Risk","Moderate risk food holding temperature "
966,"20160609",103139,"Low Risk","Improper food storage"
966,"20160609",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
966,"20160609",103105,"High Risk","Improper cooling methods"
972,"20160510",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
972,"20160510",103142,"Low Risk","Unclean nonfood contact surfaces"
972,"20160510",103133,"Moderate Risk","Foods not protected from contamination"
972,"20160510",103105,"High Risk","Improper cooling methods"
972,"20161109",103120,"Moderate Risk","Moderate risk food holding temperature "
972,"20161109",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
972,"20161109",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
972,"20161109",103109,"High Risk","Unclean or unsanitary food contact surfaces"
984,"20160613",103103,"High Risk","High risk food holding temperature "
984,"20160613",103161,"Low Risk","Low risk vermin infestation"
984,"20160613",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
984,"20141103",103161,"Low Risk","Low risk vermin infestation"
984,"20141103",103103,"High Risk","High risk food holding temperature "
984,"20170726",103142,"Low Risk","Unclean nonfood contact surfaces"
984,"20170726",103114,"High Risk","High risk vermin infestation"
984,"20170726",103120,"Moderate Risk","Moderate risk food holding temperature "
984,"20170726",103105,"High Risk","Improper cooling methods"
984,"20170726",103109,"High Risk","Unclean or unsanitary food contact surfaces"
984,"20170726",103132,"Moderate Risk","Improper thawing methods "
984,"20170726",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
985,"20160614",103131,"Moderate Risk","Moderate risk vermin infestation"
985,"20160614",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
985,"20160614",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
985,"20160614",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
985,"20160614",103103,"High Risk","High risk food holding temperature "
985,"20170810",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
985,"20170810",103114,"High Risk","High risk vermin infestation"
985,"20170810",103108,"High Risk","Contaminated or adulterated food"
985,"20170810",103157,"Low Risk","Food safety certificate or food handler card not available"
985,"20170810",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
985,"20170810",103133,"Moderate Risk","Foods not protected from contamination"
985,"20170810",103109,"High Risk","Unclean or unsanitary food contact surfaces"
994,"20171010",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
994,"20171010",103157,"Low Risk","Food safety certificate or food handler card not available"
994,"20160810",103120,"Moderate Risk","Moderate risk food holding temperature "
994,"20160810",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
994,"20160810",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
994,"20160810",103156,"Low Risk","Permit license or inspection report not posted"
994,"20160810",103157,"Low Risk","Food safety certificate or food handler card not available"
994,"20141209",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
994,"20141209",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
994,"20141209",103150,"Low Risk","Improper or defective plumbing"
994,"20141209",103157,"Low Risk","Food safety certificate or food handler card not available"
999,"20160503",103139,"Low Risk","Improper food storage"
999,"20160503",103109,"High Risk","Unclean or unsanitary food contact surfaces"
999,"20160503",103133,"Moderate Risk","Foods not protected from contamination"
999,"20160503",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
999,"20160503",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
999,"20150519",103157,"Low Risk","Food safety certificate or food handler card not available"
999,"20150519",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
999,"20150519",103139,"Low Risk","Improper food storage"
999,"20150519",103161,"Low Risk","Low risk vermin infestation"
999,"20170714",103133,"Moderate Risk","Foods not protected from contamination"
999,"20170714",103156,"Low Risk","Permit license or inspection report not posted"
999,"20170714",103142,"Low Risk","Unclean nonfood contact surfaces"
999,"20170714",103131,"Moderate Risk","Moderate risk vermin infestation"
999,"20170714",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
999,"20170714",103103,"High Risk","High risk food holding temperature "
1000,"20171002",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1000,"20171002",103161,"Low Risk","Low risk vermin infestation"
1000,"20171002",103132,"Moderate Risk","Improper thawing methods "
1000,"20171002",103139,"Low Risk","Improper food storage"
1000,"20171002",103142,"Low Risk","Unclean nonfood contact surfaces"
1000,"20171002",103103,"High Risk","High risk food holding temperature "
1000,"20171002",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1000,"20160919",103103,"High Risk","High risk food holding temperature "
1000,"20160919",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1000,"20160919",103139,"Low Risk","Improper food storage"
1000,"20160919",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1000,"20160919",103161,"Low Risk","Low risk vermin infestation"
1000,"20160919",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
1000,"20150325",103133,"Moderate Risk","Foods not protected from contamination"
1000,"20150325",103103,"High Risk","High risk food holding temperature "
1000,"20150325",103132,"Moderate Risk","Improper thawing methods "
1000,"20150325",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1000,"20150325",103161,"Low Risk","Low risk vermin infestation"
1000,"20150325",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1002,"20170928",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1002,"20170928",103150,"Low Risk","Improper or defective plumbing"
1002,"20170928",103161,"Low Risk","Low risk vermin infestation"
1002,"20170928",103103,"High Risk","High risk food holding temperature "
1002,"20160217",103139,"Low Risk","Improper food storage"
1002,"20160217",103157,"Low Risk","Food safety certificate or food handler card not available"
1002,"20160217",103120,"Moderate Risk","Moderate risk food holding temperature "
1002,"20160217",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
1002,"20160929",103120,"Moderate Risk","Moderate risk food holding temperature "
1002,"20160929",103139,"Low Risk","Improper food storage"
1002,"20160929",103145,"Low Risk","Improper storage of equipment utensils or linens"
1002,"20160929",103157,"Low Risk","Food safety certificate or food handler card not available"
1002,"20150126",103103,"High Risk","High risk food holding temperature "
1002,"20150126",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1002,"20150126",103161,"Low Risk","Low risk vermin infestation"
1003,"20160706",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1003,"20160706",103161,"Low Risk","Low risk vermin infestation"
1003,"20160706",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
1003,"20160706",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1003,"20160706",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1003,"20150407",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1003,"20170823",103142,"Low Risk","Unclean nonfood contact surfaces"
1003,"20170823",103162,"Low Risk","Other low risk violation"
1003,"20170823",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1003,"20170823",103157,"Low Risk","Food safety certificate or food handler card not available"
1003,"20170823",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1003,"20170823",103131,"Moderate Risk","Moderate risk vermin infestation"
1005,"20160502",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1005,"20160502",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1005,"20160502",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1005,"20160502",103133,"Moderate Risk","Foods not protected from contamination"
1005,"20160502",103131,"Moderate Risk","Moderate risk vermin infestation"
1005,"20141114",103114,"High Risk","High risk vermin infestation"
1005,"20141114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1005,"20141114",103147,"Low Risk","Inadequate ventilation or lighting"
1005,"20141114",103120,"Moderate Risk","Moderate risk food holding temperature "
1005,"20141114",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1005,"20170713",103150,"Low Risk","Improper or defective plumbing"
1005,"20170713",103161,"Low Risk","Low risk vermin infestation"
1005,"20170713",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1005,"20170713",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1005,"20170713",103147,"Low Risk","Inadequate ventilation or lighting"
1005,"20170713",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1005,"20170713",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1005,"20170713",103133,"Moderate Risk","Foods not protected from contamination"
1005,"20170713",103156,"Low Risk","Permit license or inspection report not posted"
1008,"20160804",103139,"Low Risk","Improper food storage"
1008,"20160804",103133,"Moderate Risk","Foods not protected from contamination"
1008,"20151202",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1008,"20170905",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1008,"20170905",103161,"Low Risk","Low risk vermin infestation"
1008,"20170905",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1008,"20170905",103133,"Moderate Risk","Foods not protected from contamination"
1008,"20170905",103142,"Low Risk","Unclean nonfood contact surfaces"
1018,"20160606",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
1018,"20170718",103103,"High Risk","High risk food holding temperature "
1018,"20170718",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1018,"20170718",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1018,"20170718",103161,"Low Risk","Low risk vermin infestation"
1021,"20151117",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1021,"20160819",103105,"High Risk","Improper cooling methods"
1021,"20160819",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1021,"20170912",103139,"Low Risk","Improper food storage"
1021,"20170912",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1021,"20170912",103120,"Moderate Risk","Moderate risk food holding temperature "
1021,"20170912",103157,"Low Risk","Food safety certificate or food handler card not available"
1026,"20160726",103142,"Low Risk","Unclean nonfood contact surfaces"
1026,"20160726",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1026,"20160726",103105,"High Risk","Improper cooling methods"
1026,"20150520",103157,"Low Risk","Food safety certificate or food handler card not available"
1026,"20150520",103142,"Low Risk","Unclean nonfood contact surfaces"
1026,"20150520",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1026,"20150520",103162,"Low Risk","Other low risk violation"
1026,"20150520",103161,"Low Risk","Low risk vermin infestation"
1031,"20160915",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1031,"20160915",103114,"High Risk","High risk vermin infestation"
1031,"20160915",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1031,"20160915",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1031,"20160915",103138,"Low Risk","Improper storage use or identification of toxic substances"
1036,"20160913",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1036,"20160913",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1036,"20160913",103131,"Moderate Risk","Moderate risk vermin infestation"
1042,"20160803",103120,"Moderate Risk","Moderate risk food holding temperature "
1042,"20160803",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1042,"20150512",103112,"High Risk","No hot water or running water"
1042,"20150512",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1043,"20150605",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1043,"20150605",103142,"Low Risk","Unclean nonfood contact surfaces"
1047,"20160719",103103,"High Risk","High risk food holding temperature "
1047,"20160719",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1047,"20160719",103104,"High Risk","Unauthorized or unsafe use of time as a public health control measure"
1047,"20150629",103161,"Low Risk","Low risk vermin infestation"
1047,"20150629",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1047,"20150629",103103,"High Risk","High risk food holding temperature "
1047,"20150629",103102,"High Risk","Unclean hands or improper use of gloves"
1048,"20170118",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1048,"20170118",103157,"Low Risk","Food safety certificate or food handler card not available"
1048,"20150901",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1048,"20151210",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1048,"20150901",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1048,"20150901",103142,"Low Risk","Unclean nonfood contact surfaces"
1048,"20150901",103114,"High Risk","High risk vermin infestation"
1048,"20151210",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1048,"20151210",103157,"Low Risk","Food safety certificate or food handler card not available"
1048,"20150901",103157,"Low Risk","Food safety certificate or food handler card not available"
1065,"20150806",103105,"High Risk","Improper cooling methods"
1065,"20150806",103103,"High Risk","High risk food holding temperature "
1065,"20150806",103145,"Low Risk","Improper storage of equipment utensils or linens"
1065,"20150806",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1065,"20170906",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1065,"20170906",103133,"Moderate Risk","Foods not protected from contamination"
1065,"20170906",103145,"Low Risk","Improper storage of equipment utensils or linens"
1065,"20170906",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1065,"20170906",103103,"High Risk","High risk food holding temperature "
1075,"20160111",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1075,"20160111",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1075,"20160111",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1075,"20160111",103145,"Low Risk","Improper storage of equipment utensils or linens"
1075,"20160309",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1075,"20160309",103133,"Moderate Risk","Foods not protected from contamination"
1075,"20160309",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1075,"20170726",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1075,"20170726",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1075,"20170726",103103,"High Risk","High risk food holding temperature "
1081,"20160222",103120,"Moderate Risk","Moderate risk food holding temperature "
1081,"20160222",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1081,"20160222",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1081,"20160222",103131,"Moderate Risk","Moderate risk vermin infestation"
1081,"20160222",103139,"Low Risk","Improper food storage"
1081,"20160919",103120,"Moderate Risk","Moderate risk food holding temperature "
1081,"20150615",103139,"Low Risk","Improper food storage"
1081,"20150615",103131,"Moderate Risk","Moderate risk vermin infestation"
1081,"20150615",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
1081,"20150615",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1085,"20161209",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1085,"20161209",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1085,"20161209",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
1090,"20170504",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1090,"20170504",103139,"Low Risk","Improper food storage"
1090,"20170504",103120,"Moderate Risk","Moderate risk food holding temperature "
1090,"20170504",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1090,"20170504",103102,"High Risk","Unclean hands or improper use of gloves"
1090,"20170504",103157,"Low Risk","Food safety certificate or food handler card not available"
1090,"20170504",103148,"Low Risk","No thermometers or uncalibrated thermometers "
1090,"20150126",103157,"Low Risk","Food safety certificate or food handler card not available"
1103,"20170928",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1103,"20170928",103161,"Low Risk","Low risk vermin infestation"
1103,"20151224",103143,"Low Risk","Inadequate warewashing facilities or equipment"
1103,"20151224",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1103,"20161129",103161,"Low Risk","Low risk vermin infestation"
1111,"20160621",103103,"High Risk","High risk food holding temperature "
1111,"20160621",103150,"Low Risk","Improper or defective plumbing"
1111,"20160621",103131,"Moderate Risk","Moderate risk vermin infestation"
1111,"20170302",103131,"Moderate Risk","Moderate risk vermin infestation"
1111,"20170302",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1111,"20170302",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1111,"20170302",103157,"Low Risk","Food safety certificate or food handler card not available"
1111,"20150513",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1111,"20150513",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1116,"20170929",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1116,"20170928",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1116,"20170928",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1116,"20160912",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1116,"20160912",103156,"Low Risk","Permit license or inspection report not posted"
1116,"20150610",103139,"Low Risk","Improper food storage"
1116,"20150610",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1116,"20150610",103156,"Low Risk","Permit license or inspection report not posted"
1122,"20160329",103145,"Low Risk","Improper storage of equipment utensils or linens"
1122,"20160329",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1122,"20160329",103150,"Low Risk","Improper or defective plumbing"
1122,"20161014",103156,"Low Risk","Permit license or inspection report not posted"
1122,"20161014",103131,"Moderate Risk","Moderate risk vermin infestation"
1122,"20161014",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
1122,"20161014",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1122,"20150204",103145,"Low Risk","Improper storage of equipment utensils or linens"
1124,"20160330",103102,"High Risk","Unclean hands or improper use of gloves"
1124,"20160330",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1124,"20160330",103145,"Low Risk","Improper storage of equipment utensils or linens"
1125,"20160527",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1125,"20160527",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1125,"20141202",103148,"Low Risk","No thermometers or uncalibrated thermometers "
1125,"20141202",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1125,"20141202",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1125,"20170816",103157,"Low Risk","Food safety certificate or food handler card not available"
1125,"20170816",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1127,"20171004",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1127,"20171004",103143,"Low Risk","Inadequate warewashing facilities or equipment"
1127,"20160615",103141,"Low Risk","Improper food labeling or menu misrepresentation"
1127,"20160615",103142,"Low Risk","Unclean nonfood contact surfaces"
1127,"20160615",103156,"Low Risk","Permit license or inspection report not posted"
1135,"20150310",103120,"Moderate Risk","Moderate risk food holding temperature "
1135,"20150310",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1135,"20150310",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1139,"20160620",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1139,"20160620",103102,"High Risk","Unclean hands or improper use of gloves"
1139,"20160620",103143,"Low Risk","Inadequate warewashing facilities or equipment"
1139,"20160620",103157,"Low Risk","Food safety certificate or food handler card not available"
1139,"20160620",103103,"High Risk","High risk food holding temperature "
1139,"20150501",103139,"Low Risk","Improper food storage"
1139,"20150501",103103,"High Risk","High risk food holding temperature "
1139,"20150501",103142,"Low Risk","Unclean nonfood contact surfaces"
1139,"20150501",103138,"Low Risk","Improper storage use or identification of toxic substances"
1139,"20150501",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
1139,"20150501",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1139,"20150501",103145,"Low Risk","Improper storage of equipment utensils or linens"
1144,"20160329",103120,"Moderate Risk","Moderate risk food holding temperature "
1144,"20160329",103138,"Low Risk","Improper storage use or identification of toxic substances"
1144,"20160329",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
1144,"20160329",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1144,"20151222",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1144,"20160329",103131,"Moderate Risk","Moderate risk vermin infestation"
1144,"20151222",103108,"High Risk","Contaminated or adulterated food"
